318.0 ,312 ,454.0 ,448
532.0 ,526 ,674.0 ,668
741.0 ,735 ,872.0 ,866
939.0 ,933 ,1086.0,1080
1150.0,1144,1292.0,1286
1351.0,1345,1495.0,1489
1564.0,1558,1706.0,1700
1769.0,1763,1906.0,1900
1988.0,1982,2126.0,2120
2195.0,2189,2342.0,2336
2402.0,2396,2533.0,2527
2602.0,2596,2740.0,2734
2816.0,2810,2956.0,2950
