1003,997 ,1211,1205
1326,1320,1528,1522
1632,1626,1845,1839
1949,1943,2162,2156
2250,2244,2479,2473
2578,2572,2796,2790
2894,2888,3113,3107
3211,3205,3393,3387
3502,3496,3746,3740
