983 ,977 ,1164,1158
1243,1237,1424,1418
1502,1496,1695,1689
1762,1756,1939,1933
2006,2000,2204,2198
2266,2260,2468,2462
2531,2525,2723,2717
2780,2774,2983,2977
3045,3039,3258,3252
3310,3304,3497,3491
3554,3548,3767,3761
3814,3808,4022,4016
4058,4052,4240,4234
4286,4280,4473,4467
