H                 ,f
57.2952364434964  ,170087.2130823915
65.56656009908274 ,170094.9713478116
67.76272474102781 ,170097.5059135656
57.56578850839643 ,170100.0608322902
91.93531716079673 ,170105.2375220206
114.83067478226954,170168.5729153069
122.6500820283463 ,170171.2334106994
66.07487072478823 ,170178.8841590961
62.611566974538995,170181.5214782932
39.23447034403017 ,170184.0777272172
88.32934873839685 ,170189.1723901647
133.64215415738744,170252.6131905745
72.02087966707192 ,170255.1699129294
76.40495957762676 ,170257.7068845344
39.86568291093336 ,170262.9019331845
80.01268064775118 ,170265.4390275652
84.51621271354153 ,170267.9964952227
93.02803190073777 ,170270.5934046651
54.36870397372272 ,170336.529008612
55.81573723238028 ,170339.1687507443
161.4826756119302 ,170341.7230978373
82.11435467308925 ,170351.9984378292
120.831376699941  ,170420.5512564866
77.23758914501445 ,170423.1034008807
86.68811858009528 ,170425.6429011992
49.20769907694515 ,170428.2637448836
49.36213317266578 ,170435.9356416068
65.99493364913336 ,170438.4873781886
81.73099445203964 ,170504.4652021316
52.72446722889331 ,170509.6687206961
61.25229854204724 ,170512.209616649
116.29300473195319,170514.759322143
68.99561576339073 ,170517.3002621487
68.37541246727673 ,170588.4928059175
100.18754296575206,170591.0403721599
55.92814159034314 ,170593.602737835
65.16144067399425 ,170596.1448433379
59.32079678570148 ,170598.7735537651
53.1274214986556  ,170601.3207758816
95.41928535897222 ,170603.8579334239
100.05826471419203,170667.2959442471
70.40065101466658 ,170672.4252249314
85.57494819699917 ,170674.9704486512
58.41807441418056 ,170680.1383889009
68.34169826032854 ,170682.6834084258
56.25603697756743 ,170685.2471163972
97.72764111314922 ,170751.2064003113
73.40096604868896 ,170756.4174825615
89.42550163781249 ,170758.9808268756
91.95616199208256 ,170769.257233182
31.81779892276912 ,170835.2363047391
62.86437885995024 ,170842.8938383212
55.31116663209861 ,170845.536284364
30.25750377180064 ,170848.0767575632
121.37031613464539,170853.1684610169
108.47568451418434,170916.5824554686
116.27762538269846,170919.1700927841
68.11633471807794 ,170926.9043887456
93.50866146369698 ,170929.4514752239
53.436578898961784,170932.0100903812
102.46404942650165,170934.6387308079
90.33787415060604 ,170937.1767967419
167.4645026379384 ,171000.5278487921
77.09084393513955 ,171003.1694213427
42.0275236056896  ,171005.7343871906
41.57761389625988 ,171010.8307509642
43.95697580619249 ,171013.480980177
60.83670476267608 ,171016.0168750517
67.57754234218784 ,171018.5448307112
48.596946121947866,171084.5471019221
67.05312923173487 ,171087.1014255721
76.80921026240006 ,171089.6508101961
43.21129034689646 ,171092.2865434113
111.70189918923536,171094.8313938081
62.00718281280564 ,171099.9146688716
84.0003553596976  ,171168.4498633873
64.7080836587219  ,171171.1229200664
94.67513496973916 ,171173.6532185721
39.88979174869217 ,171176.2255513489
62.16318761528638 ,171186.4909404585
75.5309403214673  ,171252.4744419623
67.98786517789237 ,171257.5965362351
54.742967041681034,171260.227792225
44.84884544275242 ,171262.7822590162
74.81035426131987 ,171265.3317891622
50.44158958417223 ,171333.8481734937
52.332738302415514,171336.416170914
65.95815590411007 ,171339.0453028121
33.706497659777085,171346.6844800638
45.003486546086634,171349.2316781489
103.68537686308858,171351.866706769
139.83390846346146,171415.214770001
61.171428246233866,171420.4256607661
109.69303140351957,171422.9708679601
49.906989881523195,171428.0907821019
84.46656360088906 ,171430.7065777807
57.52006496341592 ,171433.2514424287
191.6136581368193 ,171499.246459576
61.09198984167761 ,171504.3451122286
51.3061938269783  ,171506.9416868265
100.77696733657685,171517.1591493489
66.46193704716258 ,171590.9005565111
70.07246287255231 ,171593.4575272389
67.40324512566633 ,171595.9980053923
75.92110529000703 ,171601.1771525967
158.29917472863093,171664.5613894544
112.29385572676004,171667.1817662612
94.73610090093906 ,171672.2781746507
35.42170064989311 ,171674.8362787424
52.505721786517   ,171677.455856337
69.09821916040978 ,171680.0144669979
60.01983648683466 ,171682.5726939928
85.27437245537638 ,171685.1106683011
205.40893636411093,171748.5375648336
73.0775130580506  ,171751.0968650712
54.09064684316134 ,171753.6739694057
51.63480310780075 ,171758.8541640589
63.96508197806585 ,171761.3931877989
65.97725417691458 ,171763.9495835385
87.34760887040848 ,171766.5672677291
33.22833659861926 ,171832.4701098333
57.31719635110416 ,171835.1125571506
57.542735614865364,171837.6668636354
108.42154424493881,171840.2338104603
59.47354470517055 ,171842.7470831417
43.83565272765254 ,171847.9438079637
97.80937886806862 ,171916.4710315597
81.74617172099667 ,171919.0533554512
63.606153932958584,171924.2288070582
58.810343101923934,171934.4768598597
133.91952435683632,172000.4017344437
52.128392055879885,172005.6099085735
34.64727683557966 ,172008.1596452328
94.24394859185124 ,172010.7023015862
54.983620429351696,172013.3065517421
64.20180820991929 ,172081.864174279
27.82420116297799 ,172084.4284562355
36.85489535243763 ,172086.9722994464
49.45499360996425 ,172094.7136991875
54.84978560053788 ,172097.257632876
93.09897503219659 ,172099.8048448683
101.34396028948326,172163.2464025475
74.55151738052548 ,172168.3371296233
48.70152429118932 ,172170.984685108
58.66687850289815 ,172176.0953131866
67.00852020467471 ,172178.6403730141
84.89234537533116 ,172181.1855063611
114.99519748885305,172247.1531507389
60.95314202388022 ,172252.3688300801
67.03473863773885 ,172254.9118762656
44.135819171768354,172257.4547842151
70.2215319327267  ,172265.192819573
59.162115855801595,172338.8776707274
92.33092396330547 ,172341.466281491
55.03164459326863 ,172344.0138791185
122.36118215179921,172349.1020420376
76.98644192663654 ,172412.543198456
61.0279187364454  ,172415.0918294434
75.92973068560215 ,172420.3024014542
54.22473070611998 ,172422.8306002734
44.05998412067849 ,172425.3895245597
40.366450918754786,172427.927756101
60.55805623147437 ,172430.5899729807
127.6759859823263 ,172496.5192967281
90.53780400514655 ,172499.1173752619
58.22829344391093 ,172501.6672841793
